1.58527	-0.53931	-0.63057	-0.32746
1.90474	0.11882	-0.48014	-0.21711
1.94925	0.04073	-0.04273	0.15785
3.48877	1.17154	-0.12932	0.31163
3.79469	0.25327	0.51697	-0.05645
1.29833	-0.76101	0.34489	0.04267
2.42817	0.37678	-0.21865	-0.18385
1.19810	-0.60558	-0.51264	-0.05950
3.49927	0.45677	0.57691	0.13776
1.38767	-0.20403	0.06351	-0.16376
2.27585	0.33339	-0.28468	0.06223
2.61419	0.55837	0.20842	0.24045
1.25763	-0.17914	-0.04698	-0.14760
1.29067	-0.11643	-0.23161	-0.00308
2.12285	-0.21085	-0.15352	-0.05261
2.38756	0.46252	0.45202	0.22991
2.84096	0.37274	0.50103	0.02022
3.23234	1.37052	0.11845	0.25449
2.15874	-0.21833	-0.20842	-0.12772
1.44310	-0.14380	0.15408	0.18993
1.77964	-0.50146	0.17581	0.50353
3.07652	0.68576	0.33642	-0.31059
2.14499	0.13891	-0.73418	-0.05177
1.90486	0.04805	-0.16047	0.22198
1.16885	-0.16450	-0.28246	-0.01933
2.10765	0.37148	-0.02744	-0.20996
2.31430	0.18261	-0.32286	-0.27590
1.92245	0.40927	-0.11549	-0.50410
1.41407	-0.57493	-0.29640	0.01570
2.56332	0.27597	-0.29125	-0.05618
2.41939	0.30350	-0.50430	-0.23822
1.94402	0.18742	-0.17930	-0.42508
1.52566	-0.37502	0.12064	-0.25572
1.76405	0.07852	-0.13078	-0.13629
1.90163	0.11588	-0.72287	-0.04087
1.38967	-0.28289	-0.36232	0.15631
